0	711	979	0	0	0	0	0	0
1	732	534	2	173	808	2	2	1
2	631	683	12	193	1085	3	2	1
3	729	141	43	179	1126	4	2	2
4	601	107	1	394	1059	4	1	1
5	310	409	17	264	1033	3	1	1
6	343	338	16	347	988	3	1	1
7	663	1097	25	131	1003	1	1	2
8	872	84	20	20	967	4	1	1
9	318	324	46	156	1008	3	2	2
10	719	882	10	126	1037	1	1	1
11	588	715	42	323	1196	3	2	2
12	361	713	20	38	897	1	1	1
13	893	146	26	150	816	4	1	2
14	1004	154	17	88	1191	4	2	1
15	524	1171	17	237	866	1	2	1
16	788	176	1	291	993	4	2	1
17	820	1048	49	77	890	1	1	2
18	533	686	17	198	1054	3	1	1
19	233	495	28	265	845	3	1	2
20	315	586	46	205	821	3	2	2
21	410	662	45	85	1040	0	1	2
22	850	656	34	105	817	0	2	2
23	121	523	27	307	977	0	2	2
24	204	142	24	89	975	0	1	1
25	616	178	40	327	922	0	2	2
26	359	516	14	81	812	0	1	1
27	121	30	36	116	859	0	2	2
28	978	395	15	286	1179	0	1	1
29	620	430	28	331	903	0	2	2
30	400	922	39	87	1125	0	1	2
31	902	659	15	61	1148	0	1	1
32	99	420	14	53	1042	0	2	1
33	276	983	10	148	906	0	1	1
34	337	793	32	82	914	0	1	2
35	327	285	17	295	1042	0	2	1
36	802	283	29	78	1181	0	1	2
37	196	319	8	280	804	0	2	1
38	567	641	35	156	1111	0	1	2
39	612	339	25	280	1179	0	2	2
40	856	187	22	210	970	0	1	1
41	460	586	32	84	1185	0	1	2
42	196	855	36	303	1112	0	1	2
