0	141	787	0	0	0	0	0	0
1	270	468	8	223	1197	2	2	1
2	313	628	13	330	821	2	2	1
3	294	1257	47	338	1096	2	2	2
4	474	865	5	276	1078	3	1	1
5	207	557	21	298	1164	1	2	1
6	318	908	47	361	954	1	2	2
7	196	1129	28	109	1077	3	1	2
8	274	891	32	376	1089	3	1	2
9	508	991	14	218	845	1	1	1
10	431	786	48	19	1199	1	1	2
11	184	920	41	74	1147	3	2	2
12	665	994	23	253	815	1	1	1
13	470	718	8	224	928	3	1	1
14	638	726	35	302	1147	1	1	2
15	328	507	47	332	872	1	2	2
16	791	1159	11	251	1088	1	1	1
17	118	960	42	60	1015	3	1	2
18	425	737	6	319	1156	3	2	1
19	594	312	10	61	1104	0	1	1
20	805	640	11	45	968	0	1	1
21	908	96	1	331	942	0	1	1
22	261	771	3	309	970	0	1	1
23	245	882	34	280	922	0	2	2
24	877	503	11	298	932	0	1	1
25	409	391	45	23	1194	0	1	2
26	647	90	10	311	1145	0	2	1
27	925	312	22	211	819	0	2	1
28	646	875	4	98	1134	0	1	1
29	785	420	34	336	915	0	2	2
30	683	594	34	102	1182	0	1	2
31	490	677	15	234	1171	0	1	1
32	159	615	32	233	929	0	1	2
33	381	661	13	33	1018	0	2	1
34	260	393	18	244	1139	0	1	1
35	838	827	33	396	1054	0	2	2
36	984	333	5	390	885	0	1	1
37	835	245	46	22	824	0	2	2
