0	209	683	0	0	0	0	0	0
1	925	778	35	212	1199	1	2	2
2	984	762	35	58	1194	1	1	2
3	700	362	19	36	1171	2	2	1
4	701	97	13	335	893	2	2	1
5	743	77	39	145	1153	1	1	2
6	738	448	21	97	908	1	1	1
7	546	74	26	349	804	2	1	2
8	1099	355	1	68	1138	1	2	1
9	733	336	39	311	931	2	1	2
10	984	718	49	148	1192	1	1	2
11	1000	482	6	386	1107	1	1	1
12	792	554	46	328	998	1	2	2
13	530	180	24	53	874	2	2	1
14	430	718	28	10	1131	0	1	2
15	487	855	9	129	996	0	1	1
16	551	912	15	372	924	0	1	1
17	346	287	2	92	1191	0	2	1
18	89	902	35	325	1114	0	1	2
19	391	145	33	279	1186	0	1	2
20	232	899	12	38	811	0	1	1
21	724	571	1	74	1125	0	2	1
22	78	537	24	3	1050	0	1	1
23	310	863	1	56	1055	0	1	1
24	465	54	26	201	1198	0	1	2
25	879	739	28	364	1121	0	1	2
26	779	180	10	21	885	0	2	1
27	857	561	32	327	1166	0	1	2
