0	312	363	265	246	175	47	332	301	409	378	375	289	355	126	111	286	88	405	317	148	333	361	343	231	500	232	355	342	200	393	266	292	470	468	331	166	360	415	82	302	183	441	306	380	268	
312	0	489	534	391	393	265	457	424	103	68	105	416	457	307	304	481	264	92	460	333	496	371	41	275	226	107	73	52	156	108	362	278	167	206	36	216	107	116	236	259	184	202	432	212	151	
363	489	0	245	118	194	357	33	68	531	551	465	79	39	244	473	109	304	550	46	511	54	162	489	214	530	385	471	476	489	490	127	629	565	497	478	493	589	519	348	247	315	454	60	663	342	
265	534	245	0	204	146	293	236	231	613	603	558	225	269	228	366	137	272	619	210	391	191	361	553	308	662	430	551	545	458	583	257	555	664	628	540	431	607	609	310	384	354	589	228	642	426	
246	391	118	204	0	90	239	86	54	449	457	386	42	109	125	355	94	185	462	76	394	106	160	398	122	473	284	386	387	373	412	53	511	491	439	386	374	485	440	230	186	208	398	59	552	254	
175	393	194	146	90	0	182	167	141	467	461	411	130	195	86	288	111	142	475	147	322	159	245	409	164	515	287	405	400	339	436	134	460	517	481	396	326	473	463	186	243	209	443	144	523	279	
47	265	357	293	239	182	0	325	292	361	332	326	280	345	113	120	294	57	358	313	161	335	334	295	201	452	183	307	294	165	345	250	277	422	421	283	143	319	367	34	265	139	394	298	348	222	
332	457	33	236	86	167	325	0	34	502	519	435	45	32	212	442	98	271	519	26	480	57	144	458	181	505	352	441	445	456	461	94	596	536	472	446	459	556	490	316	220	282	429	27	630	310	
301	424	68	231	54	141	292	34	0	472	486	406	11	54	179	409	98	237	488	38	448	77	133	427	148	481	319	411	414	421	432	61	561	508	447	415	425	522	460	281	194	247	405	7	595	279	
409	103	531	613	449	467	361	502	472	0	70	68	466	496	385	408	542	351	31	510	436	548	392	66	327	134	184	62	68	258	44	410	367	64	126	78	319	155	24	330	285	258	141	480	269	194	
378	68	551	603	457	461	332	519	486	70	0	116	479	517	376	360	547	332	42	523	384	560	423	61	338	205	175	90	78	205	103	425	300	126	195	72	266	85	93	303	313	252	206	495	199	208	
375	105	465	558	386	411	326	435	406	68	116	0	401	429	333	391	481	306	93	445	424	483	323	67	264	128	142	32	53	254	25	346	384	105	103	68	311	195	54	292	217	207	97	415	309	133	
289	416	79	225	42	130	280	45	11	466	479	401	0	66	167	398	95	226	481	44	436	82	137	419	140	478	310	404	406	410	427	54	550	504	444	407	414	514	455	270	190	238	402	17	585	272	
355	457	39	269	109	195	345	32	54	496	517	429	66	0	232	463	131	289	515	58	503	85	122	456	184	491	355	437	442	467	454	101	611	527	458	444	475	559	482	332	211	289	415	51	638	308	
126	307	244	228	125	86	113	212	179	385	376	333	167	232	0	231	189	60	391	200	271	225	236	325	116	444	202	323	317	256	356	140	386	438	410	311	250	386	382	106	196	126	375	184	439	203	
111	304	473	366	355	288	120	442	409	408	360	391	398	463	231	0	399	178	395	428	41	446	455	343	319	520	259	365	347	155	404	370	191	472	493	333	97	318	419	144	378	242	473	415	305	315	
286	481	109	137	94	111	294	98	98	542	547	481	95	131	189	399	0	250	555	72	433	58	232	490	216	568	373	480	479	446	506	142	572	585	533	478	436	570	534	295	280	296	492	94	629	348	
88	264	304	272	185	142	57	271	237	351	332	306	226	289	60	178	250	0	352	260	219	285	277	287	144	426	166	292	282	196	328	192	326	408	393	274	189	334	352	45	213	102	363	243	380	188	
405	92	550	619	462	475	358	519	488	31	42	93	481	515	391	395	555	352	0	526	422	563	414	65	341	164	188	77	75	242	73	427	342	83	157	78	304	126	56	328	305	265	172	496	239	208	
317	460	46	210	76	147	313	26	38	510	523	445	44	58	200	428	72	260	526	0	465	39	166	464	184	520	354	448	451	450	470	98	587	547	486	452	450	557	499	306	232	281	443	30	627	317	
148	333	511	391	394	322	161	480	448	436	384	424	436	503	271	41	433	219	422	465	0	482	496	373	361	553	296	396	378	179	436	410	180	501	527	364	118	335	450	185	420	283	509	454	308	355	
333	496	54	191	106	159	335	57	77	548	560	483	82	85	225	446	58	285	563	39	482	0	202	501	221	559	389	486	488	478	509	136	611	585	525	489	475	591	537	331	271	315	483	69	657	354	
361	371	162	361	160	245	334	144	133	392	423	323	137	122	236	455	232	277	414	166	496	202	0	361	135	372	281	336	345	418	347	110	570	416	340	352	441	478	376	311	111	233	297	139	569	220	
343	41	489	553	398	409	295	458	427	66	61	67	419	456	325	343	490	287	65	464	373	501	361	0	279	184	122	35	16	196	67	365	318	129	165	13	257	130	76	264	250	199	164	434	242	147	
231	275	214	308	122	164	201	181	148	327	338	264	140	184	116	319	216	144	341	184	361	221	135	279	0	355	171	265	266	289	290	86	439	369	321	266	306	375	318	176	81	105	281	156	454	132	
500	226	530	662	473	515	452	505	481	134	205	128	478	491	444	520	568	426	164	520	553	559	372	184	355	0	268	156	176	380	118	426	501	91	34	191	440	290	113	417	288	324	76	489	404	240	
232	107	385	430	284	287	183	352	319	184	175	142	310	355	202	259	373	166	188	354	296	389	281	122	171	268	0	125	116	152	162	257	304	241	238	109	196	203	185	150	172	77	214	327	288	69	
355	73	471	551	386	405	307	441	411	62	90	32	404	437	323	365	480	292	77	448	396	486	336	35	265	156	125	0	20	224	39	350	352	116	133	36	282	165	59	273	227	196	129	419	278	132	
342	52	476	545	387	400	294	445	414	68	78	53	406	442	317	347	479	282	75	451	378	488	345	16	266	176	116	20	0	204	57	352	331	128	154	15	264	147	73	261	234	191	150	421	258	133	
200	156	489	458	373	339	165	456	421	258	205	254	410	467	256	155	446	196	242	450	179	478	418	196	289	380	152	224	204	0	262	366	154	322	357	189	60	165	273	152	316	184	346	428	184	221	
393	108	490	583	412	436	345	461	432	44	103	25	427	454	356	404	506	328	73	470	436	509	347	67	290	118	162	39	57	262	0	371	385	81	98	73	321	186	28	312	243	230	103	440	301	158	
266	362	127	257	53	134	250	94	61	410	425	346	54	101	140	370	142	192	427	98	410	136	110	365	86	426	257	350	352	366	371	0	510	449	392	353	375	461	400	233	138	188	350	69	536	218	
292	278	629	555	511	460	277	596	561	367	300	384	550	611	386	191	572	326	342	587	180	611	570	318	439	501	304	352	331	154	385	510	0	426	484	315	136	223	388	280	470	336	481	568	147	374	
470	167	565	664	491	517	422	536	508	64	126	105	504	527	438	472	585	408	83	547	501	585	416	129	369	91	241	116	128	322	81	449	426	0	98	140	383	207	55	390	316	311	131	517	318	239	
468	206	497	628	439	481	421	472	447	126	195	103	444	458	410	493	533	393	157	486	527	525	340	165	321	34	238	133	154	357	98	392	484	98	0	170	415	280	101	386	254	291	42	455	395	207	
331	36	478	540	386	396	283	446	415	78	72	68	407	444	311	333	478	274	78	452	364	489	352	13	266	191	109	36	15	189	73	353	315	140	170	0	248	135	86	252	240	186	166	423	245	135	
166	216	493	431	374	326	143	459	425	319	266	311	414	475	250	97	436	189	304	450	118	475	441	257	306	440	196	282	264	60	321	375	136	383	415	248	0	220	333	143	347	209	401	432	215	263	
360	107	589	607	485	473	319	556	522	155	85	195	514	559	386	318	570	334	126	557	335	591	478	130	375	290	203	165	147	165	186	461	223	207	280	135	220	0	179	297	366	276	289	530	114	257	
415	116	519	609	440	463	367	490	460	24	93	54	455	482	382	419	534	352	56	499	450	537	376	76	318	113	185	59	73	273	28	400	388	55	101	86	333	179	0	334	271	256	117	469	293	186	
82	236	348	310	230	186	34	316	281	330	303	292	270	332	106	144	295	45	328	306	185	331	311	264	176	417	150	273	261	152	312	233	280	390	386	252	143	297	334	0	235	105	359	288	336	188	
302	259	247	384	186	243	265	220	194	285	313	217	190	211	196	378	280	213	305	232	420	271	111	250	81	288	172	227	234	316	243	138	470	316	254	240	347	366	271	235	0	139	212	202	459	108	
183	184	315	354	208	209	139	282	247	258	252	207	238	289	126	242	296	102	265	281	283	315	233	199	105	324	77	196	191	184	230	188	336	311	291	186	209	276	256	105	139	0	260	255	348	85	
441	202	454	589	398	443	394	429	405	141	206	97	402	415	375	473	492	363	172	443	509	483	297	164	281	76	214	129	150	346	103	350	481	131	42	166	401	289	117	359	212	260	0	413	404	174	
306	432	60	228	59	144	298	27	7	480	495	415	17	51	184	415	94	243	496	30	454	69	139	434	156	489	327	419	421	428	440	69	568	517	455	423	432	530	469	288	202	255	413	0	603	288	
380	212	663	642	552	523	348	630	595	269	199	309	585	638	439	305	629	380	239	627	308	657	569	242	454	404	288	278	258	184	301	536	147	318	395	245	215	114	293	336	459	348	404	603	0	351	
268	151	342	426	254	279	222	310	279	194	208	133	272	308	203	315	348	188	208	317	355	354	220	147	132	240	69	132	133	221	158	218	374	239	207	135	263	257	186	188	108	85	174	288	351	0
